Salary_Eur,Working_Year,Experience,Employment_Status,Remote_Working_Ratio,Company_Size,Employee_Location,Company_Location,Type,Designation
81164.14256570263,2021-01-01 00:00:00,EN,FT,100,S,NL,DE,Data Science,Machine Learning Engineer
74178.29113164527,2021-01-01 00:00:00,SE,FT,50,M,FR,FR,Data Science,Data Scientist
95487.21948877955,2021-01-01 00:00:00,EN,FT,100,M,US,US,Data Science,Data Scientist
55382.58730349214,2021-01-01 00:00:00,EN,FT,50,L,US,US,Data Science,Data Scientist
52517.97671906876,2021-01-01 00:00:00,SE,FT,100,L,ES,ES,Data Science,AI Scientist
19260.722428897156,2021-01-01 00:00:00,SE,FT,50,L,TR,TR,Data Science,Data Scientist
56434.86139445578,2021-01-01 00:00:00,EN,FT,100,L,LU,LU,Data Science,Business Data Analyst
106945.6858274331,2021-01-01 00:00:00,MI,FT,100,L,US,US,Data Science,Data Engineer
95487.21948877955,2021-01-01 00:00:00,EN,FT,0,L,JE,CN,Data Science,Research Scientist
66593.73574942998,2021-01-01 00:00:00,MI,PT,100,L,NL,NL,Data Science,Data Engineer
100261.58646345855,2021-01-01 00:00:00,SE,CT,100,M,US,US,Data Science,Staff Data Scientist
66840.09360374416,2021-01-01 00:00:00,MI,FT,50,L,CZ,CZ,Data Science,Research Scientist
90392.97971918876,2021-01-01 00:00:00,SE,FT,50,L,IN,IN,Data Science,Data Science Manager
98198.10392415697,2021-01-01 00:00:00,SE,FT,100,L,SI,SI,Data Science,Head of Data
104081.07524300972,2021-01-01 00:00:00,MI,FT,50,L,US,US,Data Science,Data Scientist
48759.59438377535,2021-01-01 00:00:00,MI,FT,50,L,IT,IT,Data Science,Machine Learning Engineer
128907.7523100924,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Engineer
148005.19620784832,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Analyst
115157.59030361215,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Analyst
124133.38533541342,2022-01-01 00:00:00,MI,FT,0,M,US,US,Data Science,Data Scientist
85938.4975399016,2022-01-01 00:00:00,MI,FT,0,M,US,US,Data Science,Data Scientist
162328.27313092523,2022-01-01 00:00:00,MI,FT,100,M,US,US,Data Science,Data Engineer
143230.82923316932,2022-01-01 00:00:00,MI,FT,100,M,US,US,Data Science,Data Engineer
97492.45169806792,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Analyst
81068.65474618984,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Analyst
130454.63818552742,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Scientist
94876.10704428177,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Scientist
112473.44293771751,2022-01-01 00:00:00,SE,FT,0,M,GB,GB,Data Science,Data Scientist
99977.03108124326,2022-01-01 00:00:00,SE,FT,0,M,GB,GB,Data Science,Data Scientist
139411.34045361815,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Scientist
117449.28597143886,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Scientist
49988.51554062163,2022-01-01 00:00:00,EN,FT,100,M,GB,GB,Data Science,Data Engineer
94532.35329413177,2022-01-01 00:00:00,SE,FT,0,M,US,US,Data Science,Data Analyst
110765.17460698428,2022-01-01 00:00:00,SE,FT,0,M,US,US,Data Science,Data Analyst
101464.71858874355,2022-01-01 00:00:00,MI,FT,0,M,US,US,Data Science,Data Analyst
120791.33565342614,2022-01-01 00:00:00,MI,FT,0,M,US,US,Data Science,Data Analyst
231079.07116284652,2022-01-01 00:00:00,EX,FT,100,M,US,US,Data Science,Data Engineer
190974.4389775591,2022-01-01 00:00:00,EX,FT,100,M,US,US,Data Science,Data Engineer
62484.92739709588,2022-01-01 00:00:00,MI,FT,0,M,GB,GB,Data Science,Data Scientist
37491.14364574583,2022-01-01 00:00:00,MI,FT,0,M,GB,GB,Data Science,Data Scientist
74982.29929197168,2022-01-01 00:00:00,MI,FT,0,M,GB,GB,Data Science,Data Engineer
49988.51554062163,2022-01-01 00:00:00,MI,FT,0,M,GB,GB,Data Science,Data Engineer
157763.98655946238,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Scientist
43739.82959318373,2022-01-01 00:00:00,EN,FT,100,M,GB,GB,Data Science,Data Engineer
114737.44149765991,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Scientist
86244.05376215049,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Analyst
173729.44917796712,2022-01-01 00:00:00,SE,FT,0,M,US,US,Data Science,Data Engineer
126348.6859474379,2022-01-01 00:00:00,SE,FT,0,M,US,US,Data Science,Data Engineer
210176.9230769231,2022-01-01 00:00:00,SE,FT,0,M,US,US,Data Science,Data Engineer
152855.9462378495,2022-01-01 00:00:00,SE,FT,0,M,US,US,Data Science,Data Engineer
171876.9950798032,2022-01-01 00:00:00,SE,FT,0,L,US,US,Data Science,Data Scientist
114584.66338653547,2022-01-01 00:00:00,SE,FT,0,L,US,US,Data Science,Data Scientist
118585.57542301693,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Analyst
124133.38533541342,2022-01-01 00:00:00,EX,FT,100,M,US,US,Data Science,Data Analyst
105035.94143765752,2022-01-01 00:00:00,EX,FT,100,M,US,US,Data Science,Data Analyst
162328.27313092523,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Analyst
110287.73550942038,2022-01-01 00:00:00,MI,FT,100,M,US,US,Data Science,Data Analyst
107805.07620304813,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Analyst
86244.05376215049,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Analyst
107805.07620304813,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Analyst
86244.05376215049,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Analyst
157935.8574342974,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Engineer
126348.6859474379,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Engineer
159463.66254650187,2022-01-01 00:00:00,MI,FT,100,M,US,US,Data Science,Data Analyst
232893.32773310933,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Engineer
130435.54542181687,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Analyst
104348.43393735749,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Analyst
123059.15036601464,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Engineer
89471.52286091444,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Engineer
213891.3716548662,2022-01-01 00:00:00,EX,FT,100,M,US,US,Data Science,Head of Data Science
160299.17196687867,2022-01-01 00:00:00,EX,FT,100,M,US,US,Data Science,Head of Data Science
167102.64010560422,2022-01-01 00:00:00,EX,FT,100,M,US,US,Data Science,Analytics Engineer
149532.98931957278,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Engineer
103890.09960398416,2022-01-01 00:00:00,SE,FT,0,M,US,US,Data Science,Data Engineer
91238.04152166087,2022-01-01 00:00:00,SE,FT,0,M,US,US,Data Science,Data Scientist
107900.56402256091,2022-01-01 00:00:00,SE,FT,0,L,US,US,Data Science,Data Engineer
128907.7523100924,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Analyst
154060.98643945757,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Science Manager
130952.1300852034,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Science Manager
159463.66254650187,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Scientist
117449.28597143886,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Scientist
74982.29929197168,2022-01-01 00:00:00,SE,FT,0,M,GB,GB,Data Science,Data Engineer
62484.92739709588,2022-01-01 00:00:00,SE,FT,0,M,GB,GB,Data Science,Data Engineer
143230.82923316932,2022-01-01 00:00:00,SE,FT,0,M,US,US,Data Science,Data Scientist
201955.46621864874,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Scientist
183717.41269650788,2022-01-01 00:00:00,SE,FT,100,M,CA,CA,Data Science,Data Architect
86606.91227649106,2022-01-01 00:00:00,SE,FT,100,M,CA,CA,Data Science,Data Architect
124133.38533541342,2022-01-01 00:00:00,SE,FT,100,M,CA,CA,Data Science,Data Analyst
58533.66134645386,2022-01-01 00:00:00,SE,FT,100,M,CA,CA,Data Science,Data Analyst
124133.38533541342,2022-01-01 00:00:00,SE,FT,100,M,CA,CA,Data Science,Data Analyst
58533.66134645386,2022-01-01 00:00:00,SE,FT,100,M,CA,CA,Data Science,Data Analyst
152779.5511820473,2022-01-01 00:00:00,SE,FT,0,L,US,US,Data Science,Data Engineer
132345.28981159246,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Scientist
129862.6185047402,2022-01-01 00:00:00,SE,FT,0,M,US,US,Data Science,Data Engineer
55382.58730349214,2022-01-01 00:00:00,MI,FT,0,S,US,US,Data Science,Data Analyst
128907.7523100924,2022-01-01 00:00:00,EX,FT,100,M,US,US,Data Science,Analytics Engineer
162328.27313092523,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Scientist
117449.28597143886,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Scientist
181091.51566062644,2022-01-01 00:00:00,SE,FT,0,M,US,US,Data Science,Machine Learning Engineer
157550.09000360014,2022-01-01 00:00:00,SE,FT,0,M,US,US,Data Science,Machine Learning Engineer
52476.91107644306,2022-01-01 00:00:00,MI,FT,0,M,GR,GR,Data Science,ETL Developer
52476.91107644306,2022-01-01 00:00:00,MI,FT,0,M,GR,GR,Data Science,ETL Developer
112853.47413896555,2022-01-01 00:00:00,EX,FT,100,S,CA,CA,Data Science,Lead Data Engineer
126043.129725189,2022-01-01 00:00:00,SE,FT,0,M,US,US,Data Science,Data Analyst
157935.8574342974,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Engineer
199353.43813752552,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Architect
141130.10920436817,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Architect
130811.76047041881,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Engineer
96986.3674546982,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Engineer
123059.15036601464,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Analyst
89471.52286091444,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Analyst
75472.14688587544,2022-01-01 00:00:00,EX,FT,50,L,IN,IN,Data Science,Head of Machine Learning
126348.6859474379,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Engineer
35616.72866914677,2022-01-01 00:00:00,EN,FT,100,L,GB,GB,Data Science,Machine Learning Engineer
156599.03996159846,2022-01-01 00:00:00,SE,FT,0,M,US,US,Data Science,Data Analyst
148005.19620784832,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Engineer
118722.12888515541,2022-01-01 00:00:00,MI,FT,0,M,GB,GB,Data Science,Machine Learning Engineer
93728.34513380536,2022-01-01 00:00:00,MI,FT,0,M,GB,GB,Data Science,Machine Learning Engineer
114584.66338653547,2022-01-01 00:00:00,MI,FT,0,M,US,US,Data Science,AI Scientist
107805.07620304813,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Analyst
86244.05376215049,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Analyst
138456.47425897035,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Analytics Manager
100643.52574102965,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Analytics Manager
83963.81855274212,2022-01-01 00:00:00,MI,FT,100,M,FR,DE,Data Science,Machine Learning Engineer
112473.44293771751,2022-01-01 00:00:00,MI,FT,0,M,GB,GB,Data Science,Data Engineer
205583.97935917438,2022-01-01 00:00:00,SE,FT,100,L,US,US,Data Science,Data Scientist
151060.78243129727,2022-01-01 00:00:00,SE,FT,100,L,US,US,Data Science,Data Scientist
199663.77055082202,2022-01-01 00:00:00,SE,FT,100,L,US,US,Data Science,Data Engineer
147623.2449297972,2022-01-01 00:00:00,SE,FT,100,L,US,US,Data Science,Data Engineer
110702.14808592344,2022-01-01 00:00:00,SE,FT,0,M,US,US,Data Science,Data Analyst
77980.59522380895,2022-01-01 00:00:00,SE,FT,0,M,US,US,Data Science,Data Analyst
167102.64010560422,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Engineer
93728.34513380536,2022-01-01 00:00:00,MI,FT,0,M,GB,GB,Data Science,Data Engineer
55382.58730349214,2022-01-01 00:00:00,MI,FT,0,S,US,US,Data Science,Data Analyst
175314.53258130327,2022-01-01 00:00:00,SE,FT,100,L,US,US,Data Science,Data Engineer
49988.51554062163,2022-01-01 00:00:00,MI,FT,100,M,GB,GB,Data Science,Data Analyst
171876.9950798032,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Scientist
68733.61334453378,2022-01-01 00:00:00,MI,FT,0,M,GB,GB,Data Science,Data Scientist
43739.82959318373,2022-01-01 00:00:00,MI,FT,0,M,GB,GB,Data Science,Data Scientist
62972.86691467659,2022-01-01 00:00:00,MI,FT,100,M,GR,GR,Data Science,Data Engineer
47228.9331573263,2022-01-01 00:00:00,MI,FT,100,M,GR,GR,Data Science,Data Engineer
74982.29929197168,2022-01-01 00:00:00,MI,FT,100,M,GB,GB,Data Science,Data Engineer
56236.24144965799,2022-01-01 00:00:00,MI,FT,100,M,GB,GB,Data Science,Data Engineer
248266.77067082684,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Scientist
57292.33169326773,2022-01-01 00:00:00,SE,FT,100,L,AR,MX,Data Science,Data Science Engineer
61016.33265330613,2022-01-01 00:00:00,MI,FT,0,M,US,US,Data Science,Data Engineer
152779.5511820473,2022-01-01 00:00:00,MI,FT,100,L,US,US,Data Science,Machine Learning Scientist
107232.14928597143,2022-01-01 00:00:00,MI,FT,100,L,US,US,Data Science,Machine Learning Scientist
230124.20496819873,2022-01-01 00:00:00,MI,FT,100,M,US,US,Data Science,Data Science Manager
151824.6849873995,2022-01-01 00:00:00,MI,FT,100,M,US,US,Data Science,Data Science Manager
171876.9950798032,2022-01-01 00:00:00,SE,FT,0,M,US,US,Data Science,Data Scientist
76389.77559102364,2022-01-01 00:00:00,SE,FT,0,M,US,US,Data Science,Data Scientist
79158.91035641426,2022-01-01 00:00:00,MI,FT,0,M,US,US,Data Science,Data Engineer
96251.12204488179,2022-01-01 00:00:00,SE,FT,100,L,US,US,Data Science,Data Engineer
47228.9331573263,2022-01-01 00:00:00,MI,FT,100,M,ES,ES,Data Science,Data Engineer
134064.05856234248,2022-01-01 00:00:00,SE,FT,0,L,US,US,Data Science,Data Scientist
37491.14364574583,2022-01-01 00:00:00,MI,FT,100,M,GB,GB,Data Science,Data Analyst
41981.915276611064,2022-01-01 00:00:00,MI,FT,100,M,ES,ES,Data Science,Data Analyst
31485.959438377537,2022-01-01 00:00:00,MI,FT,100,M,ES,ES,Data Science,Data Analyst
83963.81855274212,2022-01-01 00:00:00,MI,FT,100,M,ES,ES,Data Science,Data Engineer
73467.86271450858,2022-01-01 00:00:00,MI,FT,100,M,ES,ES,Data Science,Data Engineer
99977.03108124326,2022-01-01 00:00:00,MI,FT,100,M,GB,GB,Data Science,Data Engineer
87479.65918636745,2022-01-01 00:00:00,MI,FT,100,M,GB,GB,Data Science,Data Engineer
62972.86691467659,2022-01-01 00:00:00,MI,FT,100,M,ES,ES,Data Science,Data Engineer
83963.81855274212,2022-01-01 00:00:00,MI,FT,100,M,GR,GR,Data Science,Data Engineer
181091.51566062644,2022-01-01 00:00:00,SE,FT,0,M,US,US,Data Science,Machine Learning Engineer
157550.09000360014,2022-01-01 00:00:00,SE,FT,0,M,US,US,Data Science,Machine Learning Engineer
41981.915276611064,2022-01-01 00:00:00,MI,FT,100,M,GR,GR,Data Science,Data Analyst
31485.959438377537,2022-01-01 00:00:00,MI,FT,100,M,GR,GR,Data Science,Data Analyst
93728.34513380536,2022-01-01 00:00:00,MI,FT,100,M,GB,GB,Data Science,Data Engineer
74982.29929197168,2022-01-01 00:00:00,MI,FT,100,M,GB,GB,Data Science,Data Engineer
205583.97935917438,2022-01-01 00:00:00,SE,FT,0,L,US,US,Data Science,Data Scientist
73467.86271450858,2022-01-01 00:00:00,MI,FT,100,M,GR,GR,Data Science,Data Engineer
199663.77055082202,2022-01-01 00:00:00,SE,FT,100,L,US,US,Data Science,Data Engineer
147623.2449297972,2022-01-01 00:00:00,SE,FT,100,L,US,US,Data Science,Data Engineer
171876.9950798032,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Engineer
20990.951638065522,2022-01-01 00:00:00,EN,FT,100,L,PT,PT,Data Science,ML Engineer
76389.77559102364,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Engineer
75235.32941317653,2022-01-01 00:00:00,MI,FT,100,M,CA,CA,Data Science,Machine Learning Developer
188089.77559102364,2022-01-01 00:00:00,EX,FT,50,L,CA,CA,Data Science,Director of Data Science
114584.66338653547,2022-01-01 00:00:00,MI,FT,100,S,US,US,Data Science,Machine Learning Engineer
119359.03036121445,2022-01-01 00:00:00,EN,FT,0,M,US,US,Data Science,Computer Vision Engineer
35555.622224889,2022-01-01 00:00:00,MI,FT,50,L,US,US,Data Science,NLP Engineer
100261.58646345855,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Engineer
83963.81855274212,2022-01-01 00:00:00,SE,FT,0,M,DE,DE,Data Science,Lead Machine Learning Engineer
17609.75639025561,2022-01-01 00:00:00,MI,FT,100,M,IN,IN,Data Science,Business Data Analyst
30188.28753150126,2022-01-01 00:00:00,MI,FT,100,L,IN,IN,Data Science,Data Scientist
55626.07704308172,2022-01-01 00:00:00,MI,FT,50,L,PT,PT,Data Science,Machine Learning Infrastructure Engineer
95487.21948877955,2022-01-01 00:00:00,EN,FT,50,L,US,US,Data Science,Financial Data Analyst
52476.91107644306,2022-01-01 00:00:00,MI,PT,50,L,DE,DE,Data Science,Data Engineer
17609.75639025561,2022-01-01 00:00:00,EN,FT,100,M,IN,IN,Data Science,Data Scientist
155332.88131525263,2022-01-01 00:00:00,SE,FT,100,M,DE,DE,Data Science,Principal Data Scientist
114584.66338653547,2022-01-01 00:00:00,EN,FT,100,M,US,US,Data Science,Data Engineer
137501.59606384256,2022-01-01 00:00:00,SE,FT,50,L,US,US,Data Science,Research Scientist
100156.54626185048,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Scientist
95487.21948877955,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Engineer
133682.10728429139,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Scientist
128907.7523100924,2022-01-01 00:00:00,MI,FT,100,M,US,US,Data Science,Data Analyst
47743.609744389774,2022-01-01 00:00:00,MI,FT,100,M,US,US,Data Science,Data Analyst
210071.88287531503,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Scientist
133682.10728429139,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Scientist
174959.3183727349,2022-01-01 00:00:00,MI,FT,0,M,GB,GB,Data Science,Data Scientist
87479.65918636745,2022-01-01 00:00:00,MI,FT,0,M,GB,GB,Data Science,Data Scientist
176746.83787351495,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Scientist
210071.88287531503,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Machine Learning Engineer
190974.4389775591,2022-01-01 00:00:00,MI,FT,100,M,US,US,Data Science,Data Scientist
114584.66338653547,2022-01-01 00:00:00,MI,FT,100,M,US,US,Data Science,Data Scientist
114584.66338653547,2022-01-01 00:00:00,SE,FT,100,S,AE,AE,Data Science,Machine Learning Engineer
62066.69866794672,2022-01-01 00:00:00,SE,FT,100,S,AE,AE,Data Science,Machine Learning Engineer
309378.59114364575,2022-01-01 00:00:00,EX,FT,100,M,US,US,Data Science,Data Engineer
206252.39409576383,2022-01-01 00:00:00,EX,FT,100,M,US,US,Data Science,Data Engineer
200523.16092643706,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Engineer
114584.66338653547,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Machine Learning Engineer
219620.60482419297,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Scientist
95487.21948877955,2022-01-01 00:00:00,EN,PT,50,M,DZ,DZ,Data Science,Data Scientist
95487.21948877955,2022-01-01 00:00:00,MI,FL,100,M,CA,US,Data Science,Data Scientist
30436.553462138487,2022-01-01 00:00:00,EN,CT,100,M,TN,CZ,Data Science,Applied Machine Learning Scientist
190974.4389775591,2022-01-01 00:00:00,SE,FT,100,M,MY,US,Data Science,Head of Data
71615.42061682467,2022-01-01 00:00:00,MI,FT,100,S,CA,CA,Data Science,Principal Data Analyst
33983.90735629425,2022-01-01 00:00:00,MI,FT,100,L,PL,PL,Data Science,Data Scientist
75235.32941317653,2022-01-01 00:00:00,SE,FT,100,M,CA,CA,Data Science,Machine Learning Developer
95487.21948877955,2022-01-01 00:00:00,SE,FT,100,M,BR,US,Data Science,Data Scientist
146095.45181807273,2022-01-01 00:00:00,MI,FT,50,M,US,US,Data Science,Machine Learning Scientist
55416.008640345615,2022-01-01 00:00:00,EN,FT,100,M,PK,DE,Data Science,Data Engineer
157553.9181567263,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Scientist
89210.84843393735,2022-01-01 00:00:00,SE,FT,50,L,FR,FR,Data Science,Research Scientist
50031.489259570386,2022-01-01 00:00:00,EN,FT,100,L,CA,CA,Data Science,Data Scientist
59823.70094803792,2022-01-01 00:00:00,SE,FT,100,L,NL,NL,Data Science,Machine Learning Engineer
31485.959438377537,2022-01-01 00:00:00,MI,FT,100,S,EE,EE,Data Science,Head of Data
38194.88779551182,2022-01-01 00:00:00,EN,FT,100,L,JP,MY,Data Science,Data Scientist
83479.70718828753,2022-01-01 00:00:00,MI,FT,100,L,AU,AU,Data Science,Machine Learning Engineer
109810.3084123365,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Engineer
82790.27961118445,2022-01-01 00:00:00,EN,FT,50,M,AU,AU,Data Science,Data Scientist
71615.42061682467,2022-01-01 00:00:00,MI,FT,100,L,BO,US,Data Science,Applied Machine Learning Scientist
61922.51290051602,2022-01-01 00:00:00,MI,FT,0,L,AT,AT,Data Science,Research Scientist
114584.66338653547,2022-01-01 00:00:00,EN,FT,100,L,US,US,Data Science,Research Scientist
149914.9405976239,2022-01-01 00:00:00,MI,FT,100,L,US,US,Data Science,Applied Data Scientist
143230.82923316932,2022-01-01 00:00:00,EN,FT,100,S,AU,AU,Data Science,Computer Vision Software Engineer
67711.89247569903,2022-01-01 00:00:00,MI,FT,50,L,CA,CA,Data Science,Business Data Analyst
62066.69866794672,2022-01-01 00:00:00,EN,FT,100,S,US,US,Data Science,Data Engineer
68219.88479539182,2022-01-01 00:00:00,SE,FT,100,S,IE,IE,Data Science,Machine Learning Engineer
19097.44389775591,2022-01-01 00:00:00,EN,FT,0,M,PK,PK,Data Science,Data Analytics Engineer
45833.86535461419,2022-01-01 00:00:00,MI,FT,100,S,RU,US,Data Science,Data Scientist
145618.01272050882,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Science Manager
65071.67886715469,2022-01-01 00:00:00,MI,FT,100,M,FR,FR,Data Science,Data Engineer
116824.79299171967,2022-01-01 00:00:00,MI,FT,0,L,CH,CH,Data Science,Data Scientist
362851.4340573623,2022-01-01 00:00:00,SE,FT,100,L,US,US,Data Science,Applied Data Scientist
66207.02028081124,2022-01-01 00:00:00,MI,FT,100,M,CA,CA,Data Science,Data Scientist
9548.721948877956,2022-01-01 00:00:00,EN,FT,100,M,PT,LU,Data Science,Computer Vision Engineer
19097.44389775591,2022-01-01 00:00:00,MI,FT,100,S,GR,GR,Data Science,Data Analyst
386723.2449297972,2022-01-01 00:00:00,SE,FT,100,L,US,US,Data Science,Data Analytics Lead
128907.7523100924,2022-01-01 00:00:00,MI,FT,100,L,US,US,Data Science,Data Scientist
169012.3844953798,2022-01-01 00:00:00,SE,FT,100,L,US,US,Data Science,Applied Data Scientist
74480.03120124806,2022-01-01 00:00:00,MI,FT,100,M,US,US,Data Science,Data Scientist
128907.7523100924,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Analyst
95487.21948877955,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Analyst
86244.05376215049,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Analyst
81164.14256570263,2022-01-01 00:00:00,MI,FT,0,M,CA,CA,Data Science,Data Analyst
71615.42061682467,2022-01-01 00:00:00,MI,FT,0,M,CA,CA,Data Science,Data Analyst
204342.64970598824,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Machine Learning Engineer
183908.3883355334,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Machine Learning Engineer
254377.95511820473,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Architect
203502.3640945638,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Architect
107805.07620304813,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Analyst
148005.19620784832,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Engineer
134923.4369374775,2022-01-01 00:00:00,MI,FT,0,M,US,US,Data Science,Data Scientist
97492.45169806792,2022-01-01 00:00:00,MI,FT,0,M,US,US,Data Science,Data Scientist
110702.14808592344,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Analyst
77980.59522380895,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Analyst
197371.1268450738,2022-01-01 00:00:00,MI,FT,0,M,US,US,Data Science,Data Engineer
94627.82911316452,2022-01-01 00:00:00,MI,FT,0,M,US,US,Data Science,Data Engineer
124133.38533541342,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Engineer
109810.3084123365,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Engineer
105513.38053522141,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Engineer
124133.38533541342,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Engineer
94580.09120364815,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Analyst
152779.5511820473,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Engineer
196035.2574102964,2022-01-01 00:00:00,SE,FT,0,L,US,US,Data Science,Data Scientist
134064.05856234248,2022-01-01 00:00:00,SE,FT,0,L,US,US,Data Science,Data Scientist
168057.50630025202,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Scientist
137501.59606384256,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Scientist
191069.92679707188,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Engineer
152779.5511820473,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Engineer
138456.47425897035,2022-01-01 00:00:00,SE,FT,100,M,US,US,Data Science,Data Engineer
67318.49273970959,2022-01-01 00:00:00,SE,FT,0,M,US,US,Data Science,Data Engineer
196035.2574102964,2022-01-01 00:00:00,SE,FT,0,M,US,US,Data Science,Data Scientist
134064.05856234248,2022-01-01 00:00:00,SE,FT,0,M,US,US,Data Science,Data Scientist
