Working_Year,Company_Size,Employee_Location,Company_Location,Experience,Type,Remote_Working_Ratio,Salary_Eur,Linear Regression,Random Forest,Tree,Fold
2022-01-01 00:00:00,M,GB,GB,MI,Cyber Security,100,105725.38,83482.64682584957,116986.71382380952,110351.11,3
2022-01-01 00:00:00,M,GB,GB,MI,Cyber Security,100,79294.55,83482.64682584957,116986.71382380952,110351.11,3
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,100,135960.0,151496.3348580385,153585.38078728356,155574.79546296297,3
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,100,191580.0,151496.3348580385,153585.38078728356,155574.79546296297,3
2022-01-01 00:00:00,L,Other,Other,EN,Cyber Security,50,51502.060000000005,42868.8846099294,67497.3948413165,62939.52333333334,3
2022-01-01 00:00:00,L,US,US,EX,Cyber Security,100,185400.0,181846.65815951233,207640.50451770454,209318.88888888888,3
2022-01-01 00:00:00,L,US,US,MI,Cyber Security,100,104030.0,121541.83768268258,136221.98060031908,137966.44,3
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,100,185400.0,151496.3348580385,153585.38078728356,155574.79546296297,3
2022-01-01 00:00:00,S,CA,CA,EN,Cyber Security,100,50906.72,65882.65617545732,66328.92665905008,38612.64,3
2022-01-01 00:00:00,L,US,US,SE,Cyber Security,100,164800.0,151683.9683185372,161441.79707234405,161617.6551724138,3
2022-01-01 00:00:00,L,US,US,EN,Cyber Security,100,77250.0,96482.03525430345,80103.21694016627,77147.0,3
2022-01-01 00:00:00,M,US,US,MI,Cyber Security,100,149350.0,121354.20422218388,132002.31052588418,129694.74542857142,3
2022-01-01 00:00:00,M,US,US,MI,Cyber Security,100,111312.1,121354.20422218388,132002.31052588418,129694.74542857142,3
2022-01-01 00:00:00,M,US,US,MI,Cyber Security,100,105678.0,121354.20422218388,132002.31052588418,129694.74542857142,3
2022-01-01 00:00:00,M,Other,Other,MI,Cyber Security,100,133807.30000000002,69677.68089180588,121849.30875476189,118939.93666666669,3
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,100,134106.0,151496.3348580385,153585.38078728356,155574.79546296297,3
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,100,119171.0,151496.3348580385,153585.38078728356,155574.79546296297,3
2022-01-01 00:00:00,M,US,US,MI,Cyber Security,100,61800.0,121354.20422218388,132002.31052588418,129694.74542857142,3
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,0,123600.0,148874.95116977082,148387.94548672633,153030.68260869567,3
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,100,92700.0,151496.3348580385,153585.38078728356,155574.79546296297,3
2022-01-01 00:00:00,M,GB,GB,MI,Cyber Security,100,105725.38,83482.64682584957,116986.71382380952,110351.11,3
2022-01-01 00:00:00,M,GB,GB,MI,Cyber Security,100,85902.0,83482.64682584957,116986.71382380952,110351.11,3
2022-01-01 00:00:00,M,US,US,MI,Cyber Security,100,103000.0,121354.20422218388,132002.31052588418,129694.74542857142,3
2022-01-01 00:00:00,M,CA,CA,SE,Cyber Security,0,164800.0,125896.05943154715,193856.00452525253,195700.0,3
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,100,152440.0,151496.3348580385,153585.38078728356,155574.79546296297,3
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,100,170362.0,151496.3348580385,153585.38078728356,155574.79546296297,3
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,0,195700.0,148874.95116977082,148387.94548672633,153030.68260869567,3
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,100,181362.4,151496.3348580385,153585.38078728356,155574.79546296297,3
2022-01-01 00:00:00,M,US,US,EX,Cyber Security,100,226600.0,181659.02469901356,164580.8164904762,167340.495,3
2022-01-01 00:00:00,M,US,US,MI,Cyber Security,0,129780.0,118732.82053391621,123432.86215690295,121272.2,3
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,100,107120.0,151496.3348580385,153585.38078728356,155574.79546296297,3
2022-01-01 00:00:00,L,Other,Other,SE,Cyber Security,100,60382.72,100007.4449881592,41779.24661785715,39575.10142857143,3
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,100,153470.0,151496.3348580385,153585.38078728356,155574.79546296297,3
2022-01-01 00:00:00,L,GB,GB,MI,Cyber Security,100,79294.55,83670.28028634828,69267.61730555556,69994.16500000001,3
2022-01-01 00:00:00,L,US,US,MI,Cyber Security,100,92700.0,121541.83768268258,136221.98060031908,137966.44,3
2022-01-01 00:00:00,L,US,US,SE,Cyber Security,0,133900.0,149062.58463026953,137338.23809523808,143513.33333333334,3
2021-01-01 00:00:00,L,Other,Other,SE,Cyber Security,100,60141.700000000004,96444.94627392257,127165.71423496367,118170.02727272728,3
2021-01-01 00:00:00,S,DE,DE,EN,Cyber Security,100,54787.76,53195.9274412567,54106.09533120926,64979.509609984394,3
2022-01-01 00:00:00,L,US,US,EN,Cyber Security,50,64890.0,94545.4079403074,81809.67385057472,90983.33333333333,3
2022-01-01 00:00:00,L,Other,Other,SE,Cyber Security,0,100921.46,97386.06129989153,30548.21208333333,20751.41,3
2021-01-01 00:00:00,S,US,US,EN,Cyber Security,50,56650.0,83362.42188544828,67676.06551062042,66606.66666666667,3
2022-01-01 00:00:00,L,US,US,SE,Cyber Security,100,98880.0,151683.9683185372,161441.79707234405,161617.6551724138,3
2022-01-01 00:00:00,L,US,US,SE,Cyber Security,100,147290.0,151683.9683185372,161441.79707234405,161617.6551724138,3
2022-01-01 00:00:00,M,US,US,MI,Cyber Security,100,123600.0,121354.20422218388,132002.31052588418,129694.74542857142,3
2021-01-01 00:00:00,L,US,US,MI,Cyber Security,100,99910.0,117979.33896844598,110274.76944335442,108801.36304347824,3
2021-01-01 00:00:00,L,US,US,SE,Cyber Security,100,123600.0,148121.4696043006,150994.8305595767,151482.95833333334,3
2021-01-01 00:00:00,L,Other,US,SE,Cyber Security,100,214240.0,110544.9464380045,121060.55474166665,119991.22333333334,3
2022-01-01 00:00:00,L,US,US,SE,Cyber Security,100,154500.0,151683.9683185372,161441.79707234405,161617.6551724138,3
2022-01-01 00:00:00,L,US,US,MI,Cyber Security,50,236900.0,119605.21036868653,121031.15956349205,124386.54545454546,3
2021-01-01 00:00:00,L,US,US,MI,Cyber Security,100,133900.0,117979.33896844598,110274.76944335442,108801.36304347824,3
2021-01-01 00:00:00,L,Other,Other,EN,Cyber Security,100,9546.04,41243.01320968883,48286.11797619048,55956.5525,3
2021-01-01 00:00:00,S,US,US,SE,Cyber Security,100,108150.0,140500.98226367807,131017.22619047618,121025.0,3
2022-01-01 00:00:00,L,Other,Other,MI,Cyber Security,50,43260.0,67928.68703830853,83349.71413149999,80129.14428571428,3
2022-01-01 00:00:00,L,Other,Other,EX,Cyber Security,100,72458.44,130170.1348291343,78389.83696263185,55135.21333333334,3
2022-01-01 00:00:00,L,Other,US,SE,Cyber Security,100,57564.64,114107.44515224113,99753.09207055513,98717.775,3
2022-01-01 00:00:00,L,US,US,MI,Cyber Security,100,206000.0,121541.83768268258,136221.98060031908,137966.44,3
2022-01-01 00:00:00,L,CA,US,MI,Cyber Security,100,105045.58,115723.29480956265,84342.26379054463,110367.09474438977,3
2022-01-01 00:00:00,L,US,US,MI,Cyber Security,0,102897.0,118920.45399441491,104887.9981500222,105239.77461538462,3
2021-01-01 00:00:00,L,US,US,MI,Cyber Security,100,131840.0,117979.33896844598,110274.76944335442,108801.36304347824,3
2021-01-01 00:00:00,L,US,US,SE,Cyber Security,0,102958.8,145500.08591603293,146961.79786639014,145426.63636363635,3
2022-01-01 00:00:00,L,CA,CA,EN,Cyber Security,100,101970.0,73503.14351607981,54377.349175627736,52303.7248148926,3
2022-01-01 00:00:00,L,CA,CA,MI,Cyber Security,100,80804.53,98562.94594445897,93757.72730990835,95901.92666666668,3
2022-01-01 00:00:00,L,IN,US,EN,Cyber Security,0,72100.0,31038.038981948484,92543.69345030343,87083.41,3
2022-01-01 00:00:00,L,US,US,MI,Cyber Security,0,102948.5,118920.45399441491,104887.9981500222,105239.77461538462,3
2021-01-01 00:00:00,L,US,US,EN,Cyber Security,50,78486.0,90982.9092260708,81005.92701214619,82323.33857142857,3
2021-01-01 00:00:00,L,US,US,SE,Cyber Security,100,123600.0,148121.4696043006,150994.8305595767,151482.95833333334,3
2020-01-01 00:00:00,L,US,US,MI,Cyber Security,100,118450.0,114407.07998375941,103069.5212842713,102256.11111111111,3
2021-01-01 00:00:00,L,US,US,SE,Cyber Security,50,190550.0,146184.84229030454,133608.87408424908,134586.66666666666,3
2020-01-01 00:00:00,L,CA,US,SE,Cyber Security,100,115239.49,138730.66774649403,180243.27150954038,209532.21333333335,3
2021-01-01 00:00:00,M,US,US,SE,Cyber Security,100,133900.0,147933.83614380183,136888.67546666667,140080.0,3
2021-01-01 00:00:00,M,US,US,EN,Cyber Security,100,77250.0,92731.90307956809,86928.11047523045,118450.0,3
2021-01-01 00:00:00,L,Other,Other,SE,Cyber Security,100,103488.22,96444.94627392257,127165.71423496367,118170.02727272728,3
2021-01-01 00:00:00,L,Other,CA,EN,Cyber Security,0,72100.0,35561.28082039941,57029.95503068026,52501.4175,3
2021-01-01 00:00:00,L,US,US,EN,Cyber Security,100,66950.0,92919.53654006685,81983.14182942205,84674.58333333333,3
2021-01-01 00:00:00,L,US,US,EN,Cyber Security,100,77250.0,92919.53654006685,81983.14182942205,84674.58333333333,3
2021-01-01 00:00:00,L,GB,GB,EN,Cyber Security,50,36975.97,53111.351829736464,44697.04407612505,54968.12403696148,3
2021-01-01 00:00:00,L,US,US,EN,Cyber Security,100,79310.0,92919.53654006685,81983.14182942205,84674.58333333333,3
2020-01-01 00:00:00,L,US,US,SE,Cyber Security,100,185400.0,144549.21061961402,143301.27169837424,139951.25,3
2020-01-01 00:00:00,L,US,US,MI,Cyber Security,100,206000.0,114407.07998375941,103069.5212842713,102256.11111111111,3
2020-01-01 00:00:00,L,US,US,SE,Cyber Security,100,138020.0,144549.21061961402,143301.27169837424,139951.25,3
2021-01-01 00:00:00,L,US,US,EX,Cyber Security,50,247200.0,176347.53213127964,190086.0095238095,207030.0,3
2021-01-01 00:00:00,L,US,US,SE,Cyber Security,100,126690.0,148121.4696043006,150994.8305595767,151482.95833333334,3
2021-01-01 00:00:00,L,US,US,SE,Cyber Security,100,133900.0,148121.4696043006,150994.8305595767,151482.95833333334,3
2021-01-01 00:00:00,L,GB,GB,MI,Cyber Security,50,70836.19,78171.15425811562,83777.04018888889,77919.5,3
2020-01-01 00:00:00,L,US,US,SE,Cyber Security,50,154500.0,142612.58330561797,137228.57765151517,144629.16666666666,3
2020-01-01 00:00:00,L,US,US,EN,Cyber Security,50,67980.0,87410.65024138422,77546.54190476189,81979.76,3
2021-01-01 00:00:00,L,US,US,SE,Cyber Security,100,154500.0,148121.4696043006,150994.8305595767,151482.95833333334,3
2021-01-01 00:00:00,S,US,US,SE,Cyber Security,100,247200.0,140500.98226367807,131017.22619047618,121025.0,3
2020-01-01 00:00:00,L,US,US,SE,Cyber Security,100,133900.0,144549.21061961402,143301.27169837424,139951.25,3
2021-01-01 00:00:00,L,US,US,MI,Cyber Security,100,123600.0,117979.33896844598,110274.76944335442,108801.36304347824,3
2021-01-01 00:00:00,M,US,US,SE,Cyber Security,0,164800.0,145312.45245553416,179861.69,155787.5,3
2021-01-01 00:00:00,M,US,US,SE,Cyber Security,100,154500.0,147933.83614380183,136888.67546666667,140080.0,3
2021-01-01 00:00:00,L,US,US,EX,Cyber Security,100,192610.0,178284.15944527567,177240.56071428573,177527.85714285713,3
2021-01-01 00:00:00,L,Other,Other,MI,Cyber Security,100,45138.72,66302.81563806799,72518.43492500001,84340.00499999999,3
2020-01-01 00:00:00,L,US,US,MI,Cyber Security,100,108150.0,114407.07998375941,103069.5212842713,102256.11111111111,3
2021-01-01 00:00:00,L,US,US,SE,Cyber Security,100,200850.0,148121.4696043006,150994.8305595767,151482.95833333334,3
2021-01-01 00:00:00,S,Other,Other,EN,Cyber Security,50,12166.36,31685.898555070293,52761.41794444977,52784.63403156126,3
2020-01-01 00:00:00,L,US,US,EN,Cyber Security,50,61800.0,87410.65024138422,77546.54190476189,81979.76,3
2021-01-01 00:00:00,L,US,US,SE,Cyber Security,0,142140.0,145500.08591603293,146961.79786639014,145426.63636363635,3
2020-01-01 00:00:00,M,GB,GB,EN,Cyber Security,100,37321.020000000004,51288.08669854721,57398.38495746117,50286.50184687388,3
2021-01-01 00:00:00,L,US,US,SE,Cyber Security,100,138020.0,148121.4696043006,150994.8305595767,151482.95833333334,3
2021-01-01 00:00:00,L,US,US,MI,Cyber Security,50,92700.0,116042.71165444993,113643.52202284611,115869.141875,3
2021-01-01 00:00:00,L,US,US,SE,Cyber Security,0,110210.0,145500.08591603293,146961.79786639014,145426.63636363635,3
2021-01-01 00:00:00,L,Other,Other,MI,Cyber Security,50,42613.16,64366.18832407193,113010.24383333333,112138.16,3
2021-01-01 00:00:00,M,US,US,MI,Cyber Security,0,30900.0,115170.32181967955,113159.23333333332,107738.0,3
2021-01-01 00:00:00,L,Other,Other,SE,Cyber Security,100,60875.060000000005,96444.94627392257,127165.71423496367,118170.02727272728,3
2021-01-01 00:00:00,M,Other,Other,EN,Cyber Security,50,20453.74,39118.75243519404,46632.883593702034,41566.22264890596,3
2021-01-01 00:00:00,L,US,US,SE,Cyber Security,0,144200.0,145500.08591603293,146961.79786639014,145426.63636363635,3
2020-01-01 00:00:00,L,Other,Other,SE,Cyber Security,0,64607.78,90251.30360096833,79538.71430453732,103000.0,3
2020-01-01 00:00:00,L,US,US,SE,Cyber Security,100,135960.0,144549.21061961402,143301.27169837424,139951.25,3
2021-01-01 00:00:00,M,US,US,SE,Cyber Security,100,195700.0,147933.83614380183,136888.67546666667,140080.0,3
2020-01-01 00:00:00,L,Other,Other,EN,Cyber Security,50,50511.200000000004,35734.12691100621,40188.1230381281,37524.39544011761,3
2021-01-01 00:00:00,L,Other,Other,SE,Cyber Security,100,83430.0,96444.94627392257,127165.71423496367,118170.02727272728,3
2020-01-01 00:00:00,L,Other,Other,SE,Cyber Security,100,36050.0,92872.687289236,64705.45282232789,61540.697499999995,3
2021-01-01 00:00:00,L,US,US,EN,Cyber Security,100,66950.0,92919.53654006685,81983.14182942205,84674.58333333333,3
2020-01-01 00:00:00,L,US,US,SE,Cyber Security,100,175100.0,144549.21061961402,143301.27169837424,139951.25,3
2020-01-01 00:00:00,S,Other,Other,EN,Data Science,0,49004.992199687986,18890.021119729718,43681.758884641094,29157.022280891237,4
2020-01-01 00:00:00,M,IN,IN,EN,Data Science,50,5449.453978159127,-5784.780433136533,17558.019866294653,19122.58890355614,4
2020-01-01 00:00:00,L,Other,US,SE,Data Science,100,65339.997599903996,108710.47137692338,121025.9890820096,218004.65000000002,4
2020-01-01 00:00:00,S,IN,IN,EN,Data Science,0,5797.983919356774,-13803.942443863532,12402.292938786124,19122.58890355614,4
2020-01-01 00:00:00,M,Other,Other,MI,Data Science,100,37026.1250450018,55375.72149011766,68376.14077186464,66915.29761190448,4
2021-01-01 00:00:00,L,US,US,MI,Data Science,100,105035.94143765752,112508.774826153,126568.92421506385,127611.84961684184,4
2021-01-01 00:00:00,L,Other,Other,SE,Data Science,100,84653.23412936517,89953.61235201906,78866.44870461486,75358.04032161286,4
2021-01-01 00:00:00,L,Other,US,MI,Data Science,50,34622.716908676346,79929.41638748595,47549.0783691982,56141.71066842674,4
2021-01-01 00:00:00,L,US,US,MI,Data Science,100,190974.4389775591,112508.774826153,126568.92421506385,127611.84961684184,4
2021-01-01 00:00:00,M,Other,US,MI,Data Science,100,36667.09468378735,81176.72225115815,63942.508384932604,61632.607704308175,4
2021-01-01 00:00:00,M,US,US,MI,Data Science,100,85938.4975399016,111571.21301069931,122695.66586663465,119359.02436097444,4
2021-01-01 00:00:00,M,Other,Other,MI,Data Science,50,59821.79287171487,56712.924679059855,38895.13014234854,42481.3072522901,4
2021-01-01 00:00:00,L,Other,Other,EN,Data Science,100,12795.283811352454,33553.683493104356,42219.125433048466,56754.02316092644,4
2021-01-01 00:00:00,L,Other,Other,MI,Data Science,50,27088.76755070203,57650.48649451355,56737.62105912808,56141.71066842674,4
2021-01-01 00:00:00,L,DE,DE,EN,Data Science,50,60950.45001800072,51077.156931151636,58590.939858813785,54861.866474658986,4
2021-01-01 00:00:00,L,US,US,SE,Data Science,100,157553.9181567263,142627.03300453263,166826.98503832927,168204.4115610778,4
2021-01-01 00:00:00,L,Other,US,MI,Data Science,0,24831.453258130325,78016.10641094047,36582.91949427177,15327.133085323414,4
2021-01-01 00:00:00,M,Other,Other,MI,Data Science,100,3819.4887795511822,58897.79235818575,62849.449561359084,61632.607704308175,4
2021-01-01 00:00:00,M,Other,GB,SE,Data Science,100,47743.609744389774,115570.99638677115,102263.53910112548,73365.69062762511,4
2021-01-01 00:00:00,S,Other,Other,EX,Data Science,100,66593.73574942998,116926.23486712045,114336.3833648046,86568.48128285131,4
2021-01-01 00:00:00,S,Other,Other,MI,Data Science,50,70660.54242169687,50607.07264487838,63183.99236861046,62982.17628705148,4
2021-01-01 00:00:00,S,Other,US,SE,Data Science,100,47743.609744389774,105189.12839535627,130184.8815735464,127316.29265170607,4
2021-01-01 00:00:00,L,DE,DE,MI,Data Science,50,86639.373574943,77358.82761168672,85267.46682038854,85646.30385215409,4
2021-01-01 00:00:00,M,IN,IN,MI,Data Science,0,32282.323292931716,22105.651138921152,26046.03365506906,28728.69890615625,4
2021-01-01 00:00:00,L,IN,IN,EN,Data Science,100,15495.667826713068,859.719929511135,22174.036419596785,28731.627265090603,4
2021-01-01 00:00:00,M,IN,IN,EN,Data Science,100,27117.41269650786,-77.84188594255829,19881.66139639586,19122.58890355614,4
2022-01-01 00:00:00,M,US,US,MI,Data Science,0,124133.38533541342,110985.48307864778,99540.28497953771,98888.68621411524,4
2022-01-01 00:00:00,M,US,US,MI,Data Science,100,143230.82923316932,115083.66073431916,137983.35015915788,138827.8091123645,4
2022-01-01 00:00:00,M,US,US,SE,Data Science,100,81068.65474618984,145201.91891269878,134754.47349363632,136460.5673034261,4
2022-01-01 00:00:00,M,GB,GB,SE,Data Science,0,99977.03108124326,102718.21120767636,98209.14409195569,83313.5565422617,4
2022-01-01 00:00:00,M,US,US,SE,Data Science,0,110765.17460698428,141103.7412570274,134679.3111869938,131654.54113816726,4
2022-01-01 00:00:00,M,US,US,SE,Data Science,100,86244.05376215049,145201.91891269878,134754.47349363632,136460.5673034261,4
2022-01-01 00:00:00,M,US,US,SE,Data Science,0,152855.9462378495,141103.7412570274,134679.3111869938,131654.54113816726,4
2022-01-01 00:00:00,M,US,US,SE,Data Science,100,86244.05376215049,145201.91891269878,134754.47349363632,136460.5673034261,4
2022-01-01 00:00:00,M,US,US,MI,Data Science,100,159463.66254650187,115083.66073431916,137983.35015915788,138827.8091123645,4
2022-01-01 00:00:00,M,US,US,SE,Data Science,100,232893.32773310933,145201.91891269878,134754.47349363632,136460.5673034261,4
2022-01-01 00:00:00,M,US,US,SE,Data Science,100,130952.1300852034,145201.91891269878,134754.47349363632,136460.5673034261,4
2022-01-01 00:00:00,M,US,US,SE,Data Science,0,143230.82923316932,141103.7412570274,134679.3111869938,131654.54113816726,4
2022-01-01 00:00:00,M,US,US,SE,Data Science,100,132345.28981159246,145201.91891269878,134754.47349363632,136460.5673034261,4
2022-01-01 00:00:00,M,US,US,SE,Data Science,100,117449.28597143886,145201.91891269878,134754.47349363632,136460.5673034261,4
2022-01-01 00:00:00,M,US,US,SE,Data Science,100,130811.76047041881,145201.91891269878,134754.47349363632,136460.5673034261,4
2022-01-01 00:00:00,M,US,US,SE,Data Science,0,156599.03996159846,141103.7412570274,134679.3111869938,131654.54113816726,4
2022-01-01 00:00:00,L,US,US,SE,Data Science,100,199663.77055082202,146139.48072815247,155886.3318404165,161516.63266530662,4
2022-01-01 00:00:00,L,US,US,MI,Data Science,100,107232.14928597143,116021.22254977285,144857.2990719629,116789.46657866314,4
2022-01-01 00:00:00,M,GB,GB,MI,Data Science,100,37491.14364574583,76698.13068496811,75573.95801909998,76767.77013937701,4
2022-01-01 00:00:00,M,Other,Other,MI,Data Science,100,73467.86271450858,62410.24008180562,56324.20275901946,55835.67502700108,4
2022-01-01 00:00:00,M,US,US,SE,Data Science,0,181091.51566062644,141103.7412570274,134679.3111869938,131654.54113816726,4
2022-01-01 00:00:00,M,Other,Other,MI,Data Science,100,41981.915276611064,62410.24008180562,56324.20275901946,55835.67502700108,4
2022-01-01 00:00:00,M,Other,Other,MI,Data Science,100,73467.86271450858,62410.24008180562,56324.20275901946,55835.67502700108,4
2022-01-01 00:00:00,M,DE,DE,SE,Data Science,0,83963.81855274212,108138.661721687,107008.25465397816,151928.759150366,4
2022-01-01 00:00:00,L,US,US,EN,Data Science,50,95487.21948877955,87554.68419011188,95416.17996719868,61748.40593623745,4
2022-01-01 00:00:00,M,US,US,SE,Data Science,100,100156.54626185048,145201.91891269878,134754.47349363632,136460.5673034261,4
2022-01-01 00:00:00,M,US,US,MI,Data Science,100,47743.609744389774,115083.66073431916,137983.35015915788,138827.8091123645,4
2022-01-01 00:00:00,M,US,US,MI,Data Science,100,190974.4389775591,115083.66073431916,137983.35015915788,138827.8091123645,4
2022-01-01 00:00:00,M,CA,US,MI,Data Science,100,95487.21948877955,100065.08400611053,107102.71724868994,138827.8091123645,4
2022-01-01 00:00:00,S,Other,Other,MI,Data Science,100,31485.959438377537,56304.38804762409,40881.57691634523,32465.65462618505,4
2022-01-01 00:00:00,L,CA,CA,MI,Data Science,50,67711.89247569903,90704.38278177797,77503.30910038401,125668.8167526701,4
2022-01-01 00:00:00,M,US,US,SE,Data Science,100,86244.05376215049,145201.91891269878,134754.47349363632,136460.5673034261,4
2022-01-01 00:00:00,M,US,US,MI,Data Science,0,197371.1268450738,110985.48307864778,99540.28497953771,98888.68621411524,4
2022-01-01 00:00:00,M,US,US,SE,Data Science,100,200523.16092643706,145201.91891269878,134754.47349363632,136460.5673034261,4
2022-01-01 00:00:00,M,US,US,SE,Data Science,100,120791.33565342614,145201.91891269878,134754.47349363632,136460.5673034261,4
2022-01-01 00:00:00,M,US,US,SE,Data Science,100,101464.71858874355,145201.91891269878,134754.47349363632,136460.5673034261,4
2022-01-01 00:00:00,M,US,US,SE,Data Science,100,219620.60482419297,145201.91891269878,134754.47349363632,136460.5673034261,4
2022-01-01 00:00:00,S,US,US,EN,Cyber Security,50,64890.0,87412.9019596962,57598.09059562383,52186.666666666664,4
2022-01-01 00:00:00,S,Other,Other,EN,Cyber Security,100,123600.0,36924.34898630853,58032.01712113798,10300.0,4
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,100,144200.0,152103.55053191833,154525.49212578163,155060.54349056602,4
2021-01-01 00:00:00,S,US,US,EN,Cyber Security,0,51500.0,81987.14425953088,71656.81684010217,76220.0,4
2022-01-01 00:00:00,L,US,US,SE,Cyber Security,100,87550.0,153041.11234737202,165367.95339737082,163609.38983050847,4
2022-01-01 00:00:00,L,CA,CA,SE,Cyber Security,100,102378.91,129909.14025850303,136777.06225365098,118836.93666666666,4
2022-01-01 00:00:00,L,US,US,SE,Cyber Security,0,113300.0,148942.93469170062,154105.1666666667,150380.0,4
2022-01-01 00:00:00,L,US,US,SE,Cyber Security,100,139050.0,153041.11234737202,165367.95339737082,163609.38983050847,4
2022-01-01 00:00:00,L,US,US,MI,Cyber Security,50,100837.0,120737.98648986651,136629.744974799,141367.5,4
2022-01-01 00:00:00,S,US,US,SE,Cyber Security,100,92700.0,145997.69849773683,150295.1110093197,136646.66666666666,4
2022-01-01 00:00:00,L,US,US,MI,Cyber Security,0,92697.94,118824.676513321,105777.70158639041,109694.05583333333,4
2022-01-01 00:00:00,L,US,US,MI,Cyber Security,50,139050.0,120737.98648986651,136629.744974799,141367.5,4
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,100,157590.0,152103.55053191833,154525.49212578163,155060.54349056602,4
2022-01-01 00:00:00,L,US,US,SE,Cyber Security,100,149350.0,153041.11234737202,165367.95339737082,163609.38983050847,4
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,100,187398.2,152103.55053191833,154525.49212578163,155060.54349056602,4
2021-01-01 00:00:00,M,Other,Other,EN,Cyber Security,0,9196.87,35419.5756411988,51266.12359402976,51802.47666666666,4
2022-01-01 00:00:00,L,Other,Other,MI,Cyber Security,50,133807.30000000002,68064.56583735297,64077.6080027664,67193.81571428571,4
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,100,108974.0,152103.55053191833,154525.49212578163,155060.54349056602,4
2022-01-01 00:00:00,L,US,US,EN,Cyber Security,100,61800.0,96641.18348845732,79928.63926540126,78038.17391304347,4
2021-01-01 00:00:00,M,US,US,EN,Cyber Security,100,118450.0,92191.17394938375,79104.06462745098,78022.5,4
2022-01-01 00:00:00,M,GB,GB,MI,Cyber Security,100,72686.07,83599.76230418766,106738.78551468256,106480.81142857144,4
2022-01-01 00:00:00,M,Other,Other,MI,Cyber Security,0,164800.0,65213.69404535377,147455.6161969697,159650.0,4
2022-01-01 00:00:00,M,Other,Other,MI,Cyber Security,0,144200.0,65213.69404535377,147455.6161969697,159650.0,4
2022-01-01 00:00:00,M,US,US,EX,Cyber Security,100,123600.0,186119.58689665486,186584.18454065305,190550.0,4
2022-01-01 00:00:00,L,US,US,MI,Cyber Security,0,70515.86,118824.676513321,105777.70158639041,109694.05583333333,4
2022-01-01 00:00:00,L,US,Other,MI,Cyber Security,100,74675.0,100643.92427602,116099.02462507699,137567.5357142857,4
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,100,180250.0,152103.55053191833,154525.49212578163,155060.54349056602,4
2022-01-01 00:00:00,M,US,US,MI,Cyber Security,100,84542.40000000001,121985.29235353871,126286.00243655089,127737.84475,4
2022-01-01 00:00:00,M,US,US,EX,Cyber Security,100,200711.98,186119.58689665486,186584.18454065305,190550.0,4
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,100,170156.0,152103.55053191833,154525.49212578163,155060.54349056602,4
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,100,121746.0,152103.55053191833,154525.49212578163,155060.54349056602,4
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,100,97541.0,152103.55053191833,154525.49212578163,155060.54349056602,4
2022-01-01 00:00:00,L,US,US,MI,Cyber Security,0,94420.1,118824.676513321,105777.70158639041,109694.05583333333,4
2022-01-01 00:00:00,M,US,US,MI,Cyber Security,0,156560.0,117887.1146978673,118060.43342529303,119377.0,4
2022-01-01 00:00:00,M,CA,CA,SE,Cyber Security,0,216300.0,124873.40078737793,184278.08394444443,185400.0,4
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,100,133900.0,152103.55053191833,154525.49212578163,155060.54349056602,4
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,0,164800.0,148005.37287624693,155904.25389830687,153091.90416666667,4
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,100,136289.6,152103.55053191833,154525.49212578163,155060.54349056602,4
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,100,164882.4,152103.55053191833,154525.49212578163,155060.54349056602,4
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,100,188232.5,152103.55053191833,154525.49212578163,155060.54349056602,4
2022-01-01 00:00:00,M,US,US,SE,Cyber Security,100,198172.0,152103.55053191833,154525.49212578163,155060.54349056602,4
2022-01-01 00:00:00,L,IN,Other,SE,Cyber Security,0,21499.190000000002,72279.37119172222,102258.20693101017,20155.04,4
2022-01-01 00:00:00,L,US,US,MI,Cyber Security,50,125660.0,120737.98648986651,136629.744974799,141367.5,4
2022-01-01 00:00:00,L,US,US,MI,Cyber Security,50,123600.0,120737.98648986651,136629.744974799,141367.5,4
